region,lga,ward,subvillage,population_imputed_subvillage
Tabora,Urambo,Songambele,Songambele Kusini,
Tabora,Urambo,Songambele,Songambele Magharibi,
Tabora,Urambo,Songambele,Songambele Mashariki,
Tabora,Urambo,Songambele,Ukwanga,
Tabora,Urambo,Songambele,Utulivu,
Tabora,Urambo,Songambele,Uyogo K,
Tabora,Urambo,Songambele,Uyogo Magharibi,
Tabora,Urambo,Ugunga,Changamoto,
Tabora,Urambo,Ugunga,Kaskazini,
Tabora,Urambo,Ugunga,Kusini,
Tabora,Urambo,Ugunga,Kusuni,
Tabora,Urambo,Ugunga,Limbula Kati,
Tabora,Urambo,Ugunga,Mpilipili,
Tabora,Urambo,Ugunga,Ugunga Kati,
Tabora,Urambo,Ukondamoyo,Kiloleni,
Tabora,Urambo,Ukondamoyo,Kwa Mtwelvu,
Tabora,Urambo,Ukondamoyo,Namba 1,
Tabora,Urambo,Ukondamoyo,Ukondamoyo,
Tabora,Urambo,Ukumbisiganga,Ccm,
Tabora,Urambo,Ukumbisiganga,Kangeme Kaskazini,
Tabora,Urambo,Ukumbisiganga,Mandela,
Tabora,Urambo,Ukumbisiganga,Mashariki,
Tabora,Urambo,Ukumbisiganga,Nyerere,
Tabora,Urambo,Ukumbisiganga,Stesgeni,
Tabora,Urambo,Ukumbisiganga,Stesheni,
Tabora,Urambo,Ukumbisiganga,Usinga Jati,
Tabora,Urambo,Ukumbisiganga,Usinga Kati,
Tabora,Urambo,Ukumbisiganga,Uyumbu Stesheni,
Tabora,Urambo,Urambo,Akina Mama,
Tabora,Urambo,Urambo,Block Q,
Tabora,Urambo,Urambo,Boma Village,
Tabora,Urambo,Urambo,Bomavi Village,
Tabora,Urambo,Urambo,Kitega Uchumi,
Tabora,Urambo,Urambo,Mabatini,
Tabora,Urambo,Urambo,Majengo Kati,
Tabora,Urambo,Urambo,Majengo Mapya,
Tabora,Urambo,Urambo,Majengo Ya Tabora,
Tabora,Urambo,Urambo,Majengo Yatabora,
Tabora,Urambo,Urambo,Matanki 4,
Tabora,Urambo,Urambo,Shimoni,
Tabora,Urambo,Urambo,Tulieni,
Tabora,Urambo,Urambo,Urambo,
Tabora,Urambo,Urambo,Urambo Kati,
Tabora,Urambo,Urambo,Urambo Kati Kaskazini,
Tabora,Urambo,Urambo,Urambo Magharibi,
Tabora,Urambo,Urambo,Urambo Magharibi Kaskazini,
Tabora,Urambo,Urambo,Urambo Magharibi Kusini,
Tabora,Urambo,Ushokola,Imalaupina Magharibi,
Tabora,Urambo,Ushokola,Isanjandugu Mashariki,
Tabora,Urambo,Ushokola,Pozamoyo Mashariki,
Tabora,Urambo,Ushokola,Usindi Kati,
Tabora,Urambo,Usinge,Kaskazini,
Tabora,Urambo,Usinge,Kiloleni,
Tabora,Urambo,Usinge,Kombe Kaskazini,
Tabora,Urambo,Usinge,Kombe Kusini,
Tabora,Urambo,Usinge,Magharibi,
Tabora,Urambo,Usinge,Mlimani,
Tabora,Urambo,Usinge,Usinge Kati,
Tabora,Urambo,Usinge,Usinge Magharibu,
Tabora,Urambo,Usisya,Izenga,
Tabora,Urambo,Usisya,Mabundulu,
Tabora,Urambo,Usisya,Mabundulu Kati,
Tabora,Urambo,Usisya,Supungu,
Tabora,Urambo,Usisya,Ujamaa,
Tabora,Urambo,Usisya,Usisya Kati,
Tabora,Urambo,Ussoke,Itegamatwi Kati,
Tabora,Urambo,Ussoke,Kaskazini,
Tabora,Urambo,Ussoke,Mlimani,
Tabora,Urambo,Ussoke,Songelani,
Tabora,Urambo,Ussoke,Songelani A,
Tabora,Urambo,Ussoke,Ussoke Kasanga,
Tabora,Urambo,Ussoke,Ussoke Mjini,
Tabora,Urambo,Ussoke,Ussoke Sokoni,
Tabora,Urambo,Uyowa,Mwendakulima,
Tabora,Urambo,Uyowa,Mwenge,
Tabora,Urambo,Uyowa,Sikimo,
Tabora,Urambo,Uyowa,Silambo,
Tabora,Urambo,Uyowa,Skimu,
Tabora,Urambo,Uyumbu,Berlingi,
Tabora,Urambo,Uyumbu,Block,
Tabora,Urambo,Uyumbu,Fedu,
Tabora,Urambo,Uyumbu,Ichencha,
Tabora,Urambo,Uyumbu,Isongwa Kati,
Tabora,Urambo,Uyumbu,Kalole,
Tabora,Urambo,Uyumbu,Luyemba,
Tabora,Urambo,Uyumbu,Luyembe Kati,
Tabora,Urambo,Uyumbu,Mabonde,
Tabora,Urambo,Uyumbu,Majengo,
Tabora,Urambo,Uyumbu,Milambo,
Tabora,Urambo,Uyumbu,Misheni Kati,
Tabora,Urambo,Uyumbu,Mkasiwa,
Tabora,Urambo,Uyumbu,Mkwawa,
Tabora,Urambo,Uyumbu,Mlema,
Tabora,Urambo,Uyumbu,Mtakuja,
Tabora,Urambo,Uyumbu,Simba,
Tabora,Urambo,Uyumbu,Tupendane,
Tabora,Urambo,Uyumbu,Ugala,
Tabora,Urambo,Vumilia,Magharibi,
Tabora,Urambo,Vumilia,Tujilinde,
Tabora,Urambo,Vumilia,Vumilia,
Tabora,Urambo,Vumilia,Vumilia Kati,
Tabora,Uyui,Bukumbi,Busenda,
Tabora,Uyui,Bukumbi,Igulungu,
Tabora,Uyui,Bukumbi,Isanja,
Tabora,Uyui,Bukumbi,Ishihimulwa,
Tabora,Uyui,Bukumbi,Ishina,
Tabora,Uyui,Bukumbi,Kigwahona,
Tabora,Uyui,Goweko,Kanala,
Tabora,Uyui,Goweko,Msasani,
Tabora,Uyui,Goweko,Nsololo Tankini,
Tabora,Uyui,Goweko,Tambukareli Senta,
Tabora,Uyui,Goweko,Tambukareli Shuleni,
Tabora,Uyui,Ibiri,Ibili,
Tabora,Uyui,Ibiri,Ibiri,
Tabora,Uyui,Ibiri,Inonelwa Centre,
Tabora,Uyui,Ibiri,Isimu,
Tabora,Uyui,Ibiri,Kasega,
Tabora,Uyui,Ibiri,Kategire,
Tabora,Uyui,Ibiri,Kilungu,
Tabora,Uyui,Ibiri,Kilungu Center,
Tabora,Uyui,Ibiri,Kininga,
Tabora,Uyui,Ibiri,Makunguwe,
Tabora,Uyui,Ibiri,Manyiriri,
Tabora,Uyui,Ibiri,Migombani,
Tabora,Uyui,Ibiri,Milumba,
Tabora,Uyui,Ibiri,Miyega,
Tabora,Uyui,Ibiri,Mpungu,
Tabora,Uyui,Ibiri,Mwakashindye,
Tabora,Uyui,Ibiri,Mwamlungu,
Tabora,Uyui,Ibiri,Ukalwa,
Tabora,Uyui,Ibiri,Usumau,
Tabora,Uyui,Igalula,Barazani,
Tabora,Uyui,Igalula,Bomani,
Tabora,Uyui,Igalula,Chang'Ombe,
Tabora,Uyui,Igalula,Ipululu,
Tabora,Uyui,Igalula,Ipululu Senta,
Tabora,Uyui,Igalula,Kawekapina,
Tabora,Uyui,Igalula,Kigamboni,
Tabora,Uyui,Igalula,Magiri Chini,
Tabora,Uyui,Igalula,Majengo,
Tabora,Uyui,Igalula,Mbalanga,
Tabora,Uyui,Igalula,Mbarala,
Tabora,Uyui,Igalula,Mbarala B,
Tabora,Uyui,Igalula,Mbuyuni,
Tabora,Uyui,Igalula,Miziwaziwa,
Tabora,Uyui,Igalula,Ng'Ambo,
Tabora,Uyui,Igalula,Ntulu,
Tabora,Uyui,Igalula,Nzigala A,
Tabora,Uyui,Igalula,Nzigala B,
Tabora,Uyui,Igalula,Seneki,
Tabora,Uyui,Igalula,Songambele,
Tabora,Uyui,Igalula,Stesheni,
Tabora,Uyui,Ikongolo,Gulumbai,
Tabora,Uyui,Ikongolo,Ikomwa,
Tabora,Uyui,Ikongolo,Kanyenye Kati,
Tabora,Uyui,Ikongolo,Kanyenye Mlimani,
Tabora,Uyui,Ikongolo,Kapunze,
Tabora,Uyui,Ikongolo,Mwakashindye,
Tabora,Uyui,Ikongolo,Mwakitobi,
Tabora,Uyui,Ikongolo,Mwamhala,
Tabora,Uyui,Ikongolo,Vumilia,
Tabora,Uyui,Ilolangulu,Gomanoni,
Tabora,Uyui,Ilolangulu,Ibasa,
Tabora,Uyui,Ilolangulu,Ilolangulu,
Tabora,Uyui,Ilolangulu,Imalauduki,
Tabora,Uyui,Ilolangulu,Isenga,
Tabora,Uyui,Ilolangulu,Isenga Center,
Tabora,Uyui,Ilolangulu,Isenga Kati,
Tabora,Uyui,Ilolangulu,Kasisi B,
Tabora,Uyui,Ilolangulu,Katalali,
Tabora,Uyui,Ilolangulu,Lyaudusi,
Tabora,Uyui,Ilolangulu,Mbola A,
Tabora,Uyui,Ilolangulu,Mbola B,
Tabora,Uyui,Ilolangulu,Mbola C,
Tabora,Uyui,Ilolangulu,Mlimani,
Tabora,Uyui,Ilolangulu,Mpenge Kati,
Tabora,Uyui,Ilolangulu,Nyaudusi,
Tabora,Uyui,Ilolangulu,Pulu,
Tabora,Uyui,Isikizya,Fundikira,
Tabora,Uyui,Isikizya,Idete,
Tabora,Uyui,Isikizya,Igoko Senta,
Tabora,Uyui,Isikizya,Ihala,
Tabora,Uyui,Isikizya,Ilandu,
Tabora,Uyui,Isikizya,Isikizya Senta,
Tabora,Uyui,Isikizya,Kilimanjaro,
Tabora,Uyui,Isikizya,Mihama,
Tabora,Uyui,Isikizya,Milambo,
Tabora,Uyui,Isikizya,Nsaguzi A,
Tabora,Uyui,Isikizya,Nsaguzi B,
Tabora,Uyui,Isikizya,Nyamwezi,
Tabora,Uyui,Isikizya,Pemba,
Tabora,Uyui,Isikizya,Senta B,
Tabora,Uyui,Isikizya,Taifa Road,
Tabora,Uyui,Isikizya,Ubala,
Tabora,Uyui,Kizengi,Kalola Njiapanda,
Tabora,Uyui,Kizengi,Kawisile,
Tabora,Uyui,Kizengi,Kizengi Senta,
Tabora,Uyui,Kizengi,Malongwe,
Tabora,Uyui,Kizengi,Malongwe Senta,
Tabora,Uyui,Kizengi,Tindili,
Tabora,Uyui,Kizengi,Tura Center,
Tabora,Uyui,Loya,Kagera,
Tabora,Uyui,Loya,Legeza Mwendo,
Tabora,Uyui,Loya,Loya Bondeni,
Tabora,Uyui,Loya,Lutona,
Tabora,Uyui,Loya,Lutona Senta,
Tabora,Uyui,Loya,Mpyagura,
Tabora,Uyui,Loya,Mtakuja,
Tabora,Uyui,Loya,Mwamlashi,
Tabora,Uyui,Lutende,Lutende Kati,
Tabora,Uyui,Lutende,Mamakoye,
Tabora,Uyui,Lutende,Minza,
Tabora,Uyui,Lutende,Mmale,
Tabora,Uyui,Lutende,Mwakadala Senta,
Tabora,Uyui,Lutende,Mwisole Senta,
Tabora,Uyui,Mabama,Block Farm,
Tabora,Uyui,Mabama,Kangeme,
Tabora,Uyui,Mabama,Mabama,
Tabora,Uyui,Mabama,Mabama Center,
Tabora,Uyui,Mabama,Mabama Magharibi,
Tabora,Uyui,Mabama,Mabama Mashariki,
Tabora,Uyui,Mabama,Mahenge,
Tabora,Uyui,Mabama,Maswanya Magharibi,
Tabora,Uyui,Mabama,Maswanya Mashariki,
Tabora,Uyui,Mabama,Mbiti Chini,
Tabora,Uyui,Mabama,Mbiti Juu,
Tabora,Uyui,Mabama,Mbiti Kati,
Tabora,Uyui,Mabama,Mbwaigolola,
Tabora,Uyui,Mabama,Msiga,
Tabora,Uyui,Mabama,Msiliembe Shuleni,
Tabora,Uyui,Mabama,Mwegelezi,
Tabora,Uyui,Mabama,Mwenge,
Tabora,Uyui,Mabama,Mwimimbiu Magharibi,
Tabora,Uyui,Mabama,Tewa,
Tabora,Uyui,Mabama,Uganda,
Tabora,Uyui,Magiri,Imalampaka,
Tabora,Uyui,Magiri,Magiri Shuleni,
Tabora,Uyui,Magiri,Mayombo Shuleni,
Tabora,Uyui,Magiri,Mkola,
Tabora,Uyui,Magiri,Simbo 1,
Tabora,Uyui,Magiri,Simbo 2,
Tabora,Uyui,Magiri,Simbo 3,
Tabora,Uyui,Ndono,Kiwanjani,
Tabora,Uyui,Ndono,Ndono,
Tabora,Uyui,Ndono,Ndono Center,
Tabora,Uyui,Ndono,Ndono Kusini,
Tabora,Uyui,Ndono,Nkuluso Center,
Tabora,Uyui,Ndono,Vumilia,
Tabora,Uyui,Shitage,Muhulidede,
Tabora,Uyui,Shitage,Shitage,
Tabora,Uyui,Ufuluma,Bulima,
Tabora,Uyui,Ufuluma,Chesa Mlimani,
Tabora,Uyui,Ufuluma,Lolangulu,
Tabora,Uyui,Ufuluma,Makazi Center,
Tabora,Uyui,Ufuluma,Malampaka,
Tabora,Uyui,Ufuluma,Mfuto A,
Tabora,Uyui,Ufuluma,Ugalula,
Tabora,Uyui,Ufuluma,Ugowola A,
Tabora,Uyui,Ufuluma,Ugowola B,
Tabora,Uyui,Ufuluma,Uzungula,
Tabora,Uyui,Ufuluma,Uzungula Senta,
Tabora,Uyui,Upuge,Kalembela,
Tabora,Uyui,Upuge,Kidudo,
Tabora,Uyui,Upuge,Lekatugeme,
Tabora,Uyui,Upuge,Marudio B,
Tabora,Uyui,Upuge,Mhogwe A,
Tabora,Uyui,Upuge,Mwegerezi,
Tabora,Uyui,Upuge,Uhuru A,
Tabora,Uyui,Upuge,Uhuru B,
Tabora,Uyui,Upuge,Upuge A,
Tabora,Uyui,Upuge,Upuge B,
Tabora,Uyui,Upuge,Upuge Senta,
Tabora,Uyui,Usagali,Center,
Tabora,Uyui,Usagali,Chang'Ombe,
Tabora,Uyui,Usagali,Changani,
Tabora,Uyui,Usagali,Imalauduki,
Tabora,Uyui,Usagali,Kabeleka,
Tabora,Uyui,Usagali,Kakola,
Tabora,Uyui,Usagali,Kakulungu,
Tabora,Uyui,Usagali,Kichangani,
Tabora,Uyui,Usagali,Kizuli,
Tabora,Uyui,Usagali,Manyema,
Tabora,Uyui,Usagali,Mienda A,
Tabora,Uyui,Usagali,Mienda B,
Tabora,Uyui,Usagali,Migungumalo,
Tabora,Uyui,Usagali,Msagari,
Tabora,Uyui,Usagali,Msimba,
Tabora,Uyui,Usagali,Msungu,
Tabora,Uyui,Usagali,Mtanana,
Tanga,Handeni,Chanika,Amani,2200.0
Tanga,Handeni,Chanika,Apendae,40.0
Tanga,Handeni,Chanika,Geleza,150.0
Tanga,Handeni,Chanika,Kati,60.0
Tanga,Handeni,Chanika,Kilimanjaro,1500.0
Tanga,Handeni,Chanika,Kilole,65.0
Tanga,Handeni,Chanika,Komoza,80.0
Tanga,Handeni,Chanika,Kwedigongo,70.0
Tanga,Handeni,Chanika,Kwembizi,60.0
Tanga,Handeni,Chanika,Mandera,65.0
Tanga,Handeni,Chanika,Mantindi,47.5
Tanga,Handeni,Chanika,Manundu,80.0
Tanga,Handeni,Chanika,Msumbiji,70.0
Tanga,Handeni,Kabuku,Komgoda,50.0
Tanga,Handeni,Kabuku,Kwajaha,1200.0
Tanga,Handeni,Kabuku,Kwamaduhu,300.0
Tanga,Handeni,Kabuku,Kweindege,200.0
Tanga,Handeni,Kabuku,Magomeni,250.0
Tanga,Handeni,Kabuku,Magunga,35.0
Tanga,Handeni,Kabuku,Majengo,200.0
Tanga,Handeni,Kabuku,Tridep,250.0
Tanga,Handeni,Kiva,Amani,2000.0
Tanga,Handeni,Kiva,Chang'Ombe,140.0
Tanga,Handeni,Kiva,Komgobe,100.0
Tanga,Handeni,Kiva,Kweinchacha,1000.0
Tanga,Handeni,Kiva,Kwenjezi,75.0
Tanga,Handeni,Kiva,Mashine,550.0
Tanga,Handeni,Komkonga,Kiwandani,50.0
Tanga,Handeni,Komkonga,Kwamachalima,75.0
Tanga,Handeni,Komkonga,Kwamnyembe,200.0
Tanga,Handeni,Komkonga,Kwekibuguru,300.0
Tanga,Handeni,Komkonga,Maputo,140.0
Tanga,Handeni,Komkonga,Mashine,340.0
Tanga,Handeni,Komkonga,Mkuyuni,520.0
Tanga,Handeni,Komkonga,Mkwakwani,60.0
Tanga,Handeni,Kwaluguru,Amani,300.0
Tanga,Handeni,Kwaluguru,Bogolwa,3020.0
Tanga,Handeni,Kwaluguru,Chang'Ombe,500.0
Tanga,Handeni,Kwaluguru,Hedi,500.0
Tanga,Handeni,Kwaluguru,Kwaliva,400.0
Tanga,Handeni,Kwaluguru,Kwamnyaliva,550.0
Tanga,Handeni,Kwaluguru,Masharika,500.0
Tanga,Handeni,Kwaluguru,Mpaji,2500.0
Tanga,Handeni,Kwaluguru,Msoto,200.0
Tanga,Handeni,Kwaluguru,Mwananyamala,1200.0
Tanga,Handeni,Kwaluguru,Vulala,200.0
Tanga,Handeni,Kwamatuku,Amani,100.0
Tanga,Handeni,Kwamatuku,Bombani,200.0
Tanga,Handeni,Kwamatuku,Kwakiliga,193.33333333333334
Tanga,Handeni,Kwamatuku,Kwamatuku,250.0
Tanga,Handeni,Kwamatuku,Kweingoma,200.0
Tanga,Handeni,Kwamatuku,Mgudeni,60.0
Tanga,Handeni,Kwamatuku,Misri,250.0
Tanga,Handeni,Kwamatuku,Mnyuzi,175.0
Tanga,Handeni,Kwamatuku,Msufini,150.0
Tanga,Handeni,Kwamatuku,Samora,75.0
Tanga,Handeni,Kwamkonje,Center,150.0
Tanga,Handeni,Kwamkonje,Chang'Ombe,800.0
Tanga,Handeni,Kwamkonje,Kolue,250.0
Tanga,Handeni,Kwamkonje,Komkole,300.0
Tanga,Handeni,Kwamkonje,Makweli,300.0
Tanga,Handeni,Kwamkonje,Mvuleni,200.0
Tanga,Handeni,Kwamkonje,Tuliani,2200.0
Tanga,Handeni,Kwamkonje,Visiwani,800.0
Tanga,Handeni,Kwamsisi,Kimbuguru,700.0
Tanga,Handeni,Kwamsisi,Kwamboko,500.0
Tanga,Handeni,Kwamsisi,Kwedichinga,257.5
Tanga,Handeni,Kwamsisi,Matondoro,150.0
Tanga,Handeni,Kwamsisi,Msumbiji A,225.0
Tanga,Handeni,Kwamsisi,Msumbiji B,250.0
Tanga,Handeni,Kwasunga,Chang'Ombe,200.0
Tanga,Handeni,Kwasunga,Mafungo,6000.0
Tanga,Handeni,Kwedizinga,Bodauni,1200.0
Tanga,Handeni,Kwedizinga,Bombani B,100.0
Tanga,Handeni,Kwedizinga,Chekanae,1500.0
Tanga,Handeni,Kwedizinga,Kwaboi,350.0
Tanga,Handeni,Kwedizinga,Kwedihahi,200.0
Tanga,Handeni,Kwedizinga,Majengo,2300.0
Tanga,Handeni,Kwedizinga,Makaburini,200.0
Tanga,Handeni,Kwedizinga,Msangeni,130.0
Tanga,Handeni,Kwedizinga,Msikitini,150.0
Tanga,Handeni,Mazingara,Kitindilo,100.0
Tanga,Handeni,Mazingara,Kivuga,100.0
Tanga,Handeni,Mazingara,Komtanto,1200.0
Tanga,Handeni,Mazingara,Kundile,200.0
Tanga,Handeni,Mazingara,Kwedikome,200.0
Tanga,Handeni,Mazingara,Kwekona,500.0
Tanga,Handeni,Mazingara,Lusanga A,1400.0
Tanga,Handeni,Mazingara,Mafuleta,375.0
Tanga,Handeni,Mazingara,Mhagata,150.0
Tanga,Handeni,Mazingara,Ntusa,500.0
Tanga,Handeni,Mazingara,Tuliani,250.0
Tanga,Handeni,Mgambo,Bulumusa,164.2
Tanga,Handeni,Mgambo,Kibamba,500.0
Tanga,Handeni,Mgambo,Kiwanjani,30.0
Tanga,Handeni,Mgambo,Lisbon,50.0
Tanga,Handeni,Mgambo,Maguruwe,50.0
Tanga,Handeni,Mgambo,Majengo,500.0
Tanga,Handeni,Mgambo,Makambajeki,200.0
Tanga,Handeni,Mgambo,Mikoroshini,150.0
Tanga,Handeni,Mgambo,Misufini,374.0
Tanga,Handeni,Mgambo,Mkoroshini,340.0
Tanga,Handeni,Mgambo,Mofi,160.15384615384616
Tanga,Handeni,Mgambo,Mogadishu,100.0
Tanga,Handeni,Mgambo,Msikitini,500.0
Tanga,Handeni,Mgambo,Osterbay,50.0
Tanga,Handeni,Mgambo,Pandajuu,60.0
Tanga,Handeni,Mgambo,Sokoni,631.25
Tanga,Handeni,Misima,Kilole,5000.0
Tanga,Handeni,Misima,Kwedigandu,500.0
Tanga,Handeni,Misima,Kwedisewa,1500.0
Tanga,Handeni,Misima,Kweikonje,310.0
Tanga,Handeni,Misima,Kweisasu,2500.0
Tanga,Handeni,Misima,Makanya,1019.0
Tanga,Handeni,Mkata,Chang'Ombe,325.0
Tanga,Handeni,Mkata,Chanika,300.0
Tanga,Handeni,Mkata,Gombero,133.33333333333334
Tanga,Handeni,Mkata,Kitumbi,250.0
Tanga,Handeni,Mkata,Komkomba,675.0
Tanga,Handeni,Mkata,Kwadifinyela,275.0
Tanga,Handeni,Mkata,Kwafuta,175.0
Tanga,Handeni,Mkata,Kwamaroko,100.0
Tanga,Handeni,Mkata,Kwedilima,150.0
Tanga,Handeni,Mkata,Matondoro,200.0
Tanga,Handeni,Mkata,Misasa,200.0
Tanga,Handeni,Mkata,Mnengazumbe,1000.0
Tanga,Handeni,Mkata,Rahaleo,200.0
Tanga,Handeni,Mkata,Tuliani,200.0
Tanga,Handeni,Ndolwa,Bega Kwa Bega,150.0
Tanga,Handeni,Ndolwa,Kiganje,225.0
Tanga,Handeni,Ndolwa,Komzolo,3500.0
Tanga,Handeni,Ndolwa,Kwamalombe,150.0
Tanga,Handeni,Ndolwa,Kwamsaje,150.0
Tanga,Handeni,Ndolwa,Kwedidau,225.0
Tanga,Handeni,Ndolwa,Kwekibaya,300.0
Tanga,Handeni,Ndolwa,Kwenkombati,250.0
Tanga,Handeni,Ndolwa,Luiye,686.0
Tanga,Handeni,Ndolwa,Mabanda,150.0
Tanga,Handeni,Ndolwa,Mpaji,300.0
Tanga,Handeni,Ndolwa,Seza Kijijini,150.0
Tanga,Handeni,Ndolwa,Sokoni,600.0
Tanga,Handeni,Ndolwa,Tuhi,150.0
Tanga,Handeni,Ndolwa,Tuliani,300.0
Tanga,Handeni,Segera,Bombani,50.0
Tanga,Handeni,Segera,Kwajemano,50.0
Tanga,Handeni,Segera,Kwalunguza,200.0
Tanga,Handeni,Segera,Kwamwaarabu,225.0
Tanga,Handeni,Segera,Kwedihangala,50.0
Tanga,Handeni,Segera,Kwediwandu,165.0
Tanga,Handeni,Segera,Mafisa,50.0
Tanga,Handeni,Segera,Mandera Center,250.0
Tanga,Handeni,Segera,Mazingara,50.0
Tanga,Handeni,Segera,Mbuyuni,150.0
Tanga,Handeni,Segera,Misufini,775.0
Tanga,Handeni,Segera,Mkuyuni,45.0
Tanga,Handeni,Segera,Mkwajuni,150.0
Tanga,Handeni,Segera,Mkwakwani B,50.0
Tanga,Handeni,Segera,Shule,200.0
Tanga,Handeni,Segera,Tobora,20.5
Tanga,Handeni,Sindeni,Bongi,700.0
Tanga,Handeni,Sindeni,Bwembwela B,350.0
Tanga,Handeni,Sindeni,Komfungo A,1300.0
Tanga,Handeni,Sindeni,Komfungo B,2000.0
Tanga,Handeni,Sindeni,Kwangudu,170.0
Tanga,Handeni,Sindeni,Kwedigunda,80.0
Tanga,Handeni,Sindeni,Matondo A,700.0
Tanga,Handeni,Sindeni,Mbuyuni,60.0
Tanga,Handeni,Sindeni,Shule,130.0
Tanga,Handeni,Vibaoni,Bilikani,500.0
Tanga,Handeni,Vibaoni,Gombero,45.0
Tanga,Handeni,Vibaoni,Kampeni,150.0
Tanga,Handeni,Vibaoni,Konje Shuleni,300.0
Tanga,Handeni,Vibaoni,Kwamngoni,800.0
Tanga,Handeni,Vibaoni,Kwasindi,300.0
Tanga,Handeni,Vibaoni,Kwediseni A,1000.0
Tanga,Handeni,Vibaoni,Kwediseni B,1500.0
Tanga,Handeni,Vibaoni,Kwenonge,500.0
Tanga,Handeni,Vibaoni,Mangidi,35.0
Tanga,Handeni,Vibaoni,Mbwewe,175.0
Tanga,Handeni,Vibaoni,Minazini,120.0
Tanga,Handeni,Vibaoni,Mkonje,120.0
Tanga,Handeni,Vibaoni,Mpaji,150.0
Tanga,Handeni,Vibaoni,Msasa Shule,2500.0
Tanga,Kilindi,Jaila,Hoza,1.0
Tanga,Kilindi,Jaila,Kosalu,1.0
Tanga,Kilindi,Jaila,Kwa Mhumbi,556.0
Tanga,Kilindi,Jaila,Magalama,1.0
Tanga,Kilindi,Jaila,Msente,1710.0
Tanga,Kilindi,Jaila,Semahonje,1.0
Tanga,Kilindi,Kikunde,Chang'Ombe,916.6
Tanga,Kilindi,Kikunde,Chanika,400.0
Tanga,Kilindi,Kikunde,Chiwaga,350.0
Tanga,Kilindi,Kikunde,Diola,670.0
Tanga,Kilindi,Kikunde,Dukani,1112.5
Tanga,Kilindi,Kikunde,Dukani A,1.0
Tanga,Kilindi,Kikunde,Dukani B,700.0
Tanga,Kilindi,Kikunde,Embeti,500.0
Tanga,Kilindi,Kikunde,Ibong'O,1466.6666666666667
Tanga,Kilindi,Kikunde,Kijiweni,500.0
Tanga,Kilindi,Kikunde,Madukani B,1.0
Tanga,Kilindi,Kikunde,Malowelo,1257.5
Tanga,Kilindi,Kikunde,Mandela,1.0
Tanga,Kilindi,Kikunde,Mapendekezo,602.0
Tanga,Kilindi,Kikunde,Masimbani Kilama,1025.0
Tanga,Kilindi,Kikunde,Matale,280.0
Tanga,Kilindi,Kikunde,Misheni,516.0
Tanga,Kilindi,Kikunde,Mji Mpya,1.0
Tanga,Kilindi,Kikunde,Mjuini,1.0
Tanga,Kilindi,Kikunde,Mkuyuni,117.33333333333333
Tanga,Kilindi,Kikunde,Mkwajuni,290.0
Tanga,Kilindi,Kikunde,Mnangali,1.0
Tanga,Kilindi,Kikunde,Morogoro,500.0
Tanga,Kilindi,Kikunde,Msavu,1008.5
Tanga,Kilindi,Kikunde,Mtakuja,1.0
Tanga,Kilindi,Kikunde,Njiapanda,1619.0
Tanga,Kilindi,Kikunde,Rebenya,481.5
Tanga,Kilindi,Kikunde,Temeke A,312.0
Tanga,Kilindi,Kikunde,Ungulodi,800.0
Tanga,Kilindi,Kikunde,Walambe,280.0
Tanga,Kilindi,Kimbe,Kigera,1.0
Tanga,Kilindi,Kimbe,Madizini,1800.0
Tanga,Kilindi,Kimbe,Mandela,505.0
Tanga,Kilindi,Kimbe,Sinko,1.0
Tanga,Kilindi,Kimbe,Vulala,1009.0
Tanga,Kilindi,Kisangasa,Komshasha,1.0
Tanga,Kilindi,Kisangasa,Mandela,1.0
Tanga,Kilindi,Kisangasa,Ruchomo,1.0
Tanga,Kilindi,Kisangasa,Shuleni,1.0
Tanga,Kilindi,Kwediboma,Gezaulole,970.0
Tanga,Kilindi,Kwediboma,Kiwanja Ndege,1.0
Tanga,Kilindi,Kwediboma,Komkongoye,1.0
Tanga,Kilindi,Kwediboma,Komuanga,1.0
Tanga,Kilindi,Kwediboma,Korue,1.0
Tanga,Kilindi,Kwediboma,Kwedigole,1.0
Tanga,Kilindi,Kwediboma,Kwediteri,1.0
Tanga,Kilindi,Kwediboma,Kweditiribe,1.0
Tanga,Kilindi,Kwediboma,Marianunka,1.0
Tanga,Kilindi,Kwediboma,Mgambo,1.0
Tanga,Kilindi,Kwediboma,Misheni,767.3333333333334
Tanga,Kilindi,Kwediboma,Mnazi Mmoja,1.0
Tanga,Kilindi,Kwediboma,Njuila,896.0
Tanga,Kilindi,Kwediboma,Parakwio,2500.0
Tanga,Kilindi,Masagalu,Kichangani,512.0
Tanga,Kilindi,Masagalu,Kipera,1.0
Tanga,Kilindi,Masagalu,Makuyu,1354.0
Tanga,Kilindi,Masagalu,Mnazi,1.0
Tanga,Kilindi,Masagalu,Msika,1.0
Tanga,Kilindi,Masagalu,Muheza,1.0
Tanga,Kilindi,Masagalu,Tingeni,1534.0
Tanga,Kilindi,Mkindi,Mbogoi,1.0
Tanga,Kilindi,Mkindi,Mkuyu,1.0
Tanga,Kilindi,Msanja,Amani,1.0
Tanga,Kilindi,Msanja,Kidereko A,2000.0
Tanga,Kilindi,Msanja,Kidereko B,1.0
Tanga,Kilindi,Msanja,Kisangala,1.0
Tanga,Kilindi,Msanja,Komchingu,1.0
Tanga,Kilindi,Msanja,Korudiga,1.0
