region,lga,ward,subvillage,gps_height_imputed_subvillage
Rukwa,Sumbawanga Rural,Muze,Kala,830.5
Rukwa,Sumbawanga Rural,Muze,Kalakala,834.0
Rukwa,Sumbawanga Rural,Muze,Kasekela,832.5
Rukwa,Sumbawanga Rural,Muze,Kikoko,822.0
Rukwa,Sumbawanga Rural,Muze,Kiku,828.0
Rukwa,Sumbawanga Rural,Muze,Majengo,860.0
Rukwa,Sumbawanga Rural,Muze,Mapoko,815.0
Rukwa,Sumbawanga Rural,Muze,Mbwilo,813.0
Rukwa,Sumbawanga Rural,Muze,Miembeni,836.0
Rukwa,Sumbawanga Rural,Muze,Mkanyageni,813.0
Rukwa,Sumbawanga Rural,Muze,Msunkumilo,819.0
Rukwa,Sumbawanga Rural,Muze,Mtakuja,807.0
Rukwa,Sumbawanga Rural,Muze,Mtapenda,825.0
Rukwa,Sumbawanga Rural,Muze,Mtukula,824.0
Rukwa,Sumbawanga Rural,Muze,Muze,834.5
Rukwa,Sumbawanga Rural,Muze,Tyula,814.0
Rukwa,Sumbawanga Rural,Mwazye,Dodoma,1802.0
Rukwa,Sumbawanga Rural,Mwazye,Itala,1790.0
Rukwa,Sumbawanga Rural,Mwazye,Itekesha A,1822.0
Rukwa,Sumbawanga Rural,Mwazye,Itekesha B,1853.3333333333333
Rukwa,Sumbawanga Rural,Mwazye,Kakoma,1831.0
Rukwa,Sumbawanga Rural,Mwazye,Kalambalile,1783.25
Rukwa,Sumbawanga Rural,Mwazye,Kalemba,1807.0
Rukwa,Sumbawanga Rural,Mwazye,Kaloleni,1789.0
Rukwa,Sumbawanga Rural,Mwazye,Kanyalakata,1821.0
Rukwa,Sumbawanga Rural,Mwazye,Kapata,1798.6666666666667
Rukwa,Sumbawanga Rural,Mwazye,Kasa,1787.0
Rukwa,Sumbawanga Rural,Mwazye,Kifone,1745.6666666666667
Rukwa,Sumbawanga Rural,Mwazye,Kilambo,1770.5
Rukwa,Sumbawanga Rural,Mwazye,Kilesha,1808.0
Rukwa,Sumbawanga Rural,Mwazye,Kileshi,1811.0
Rukwa,Sumbawanga Rural,Mwazye,Kilimahewa,1801.0
Rukwa,Sumbawanga Rural,Mwazye,Kitika,1808.5
Rukwa,Sumbawanga Rural,Mwazye,Malangalu,1776.0
Rukwa,Sumbawanga Rural,Mwazye,Maswepa,1748.5
Rukwa,Sumbawanga Rural,Mwazye,Mateneke,1800.0
Rukwa,Sumbawanga Rural,Mwazye,Milaza,1780.0
Rukwa,Sumbawanga Rural,Mwazye,Mpenje,1745.5
Rukwa,Sumbawanga Rural,Mwazye,Mwasepa,1761.0
Rukwa,Sumbawanga Rural,Mwazye,Sangu,1777.5
Rukwa,Sumbawanga Rural,Mwazye,Sengerema,1773.0
Rukwa,Sumbawanga Rural,Mwazye,Sundu,1745.5
Rukwa,Sumbawanga Rural,Mwazye,Wisale,1786.6666666666667
Rukwa,Sumbawanga Rural,Mwimbi,Chikoma,1746.0
Rukwa,Sumbawanga Rural,Mwimbi,Chipapa B,1837.0
Rukwa,Sumbawanga Rural,Mwimbi,Chipapa C,1825.0
Rukwa,Sumbawanga Rural,Mwimbi,Delengoma,1741.0
Rukwa,Sumbawanga Rural,Mwimbi,Galilaya,1826.5
Rukwa,Sumbawanga Rural,Mwimbi,Kale,1658.0
Rukwa,Sumbawanga Rural,Mwimbi,Majengo,1802.0
Rukwa,Sumbawanga Rural,Mwimbi,Mtuima,1738.0
Rukwa,Sumbawanga Rural,Mwimbi,Mula,1649.0
Rukwa,Sumbawanga Rural,Mwimbi,Mwimbi Kati,1803.0
Rukwa,Sumbawanga Rural,Mwimbi,Tanga,1655.0
Rukwa,Sumbawanga Rural,Mwimbi,Teka,1802.0
Rukwa,Sumbawanga Rural,Mwimbi,Yanje,1671.5
Rukwa,Sumbawanga Rural,Sandulula,Chungwe,2063.0
Rukwa,Sumbawanga Rural,Sandulula,Kalole,1828.0
Rukwa,Sumbawanga Rural,Sandulula,Kambautwa,2071.5
Rukwa,Sumbawanga Rural,Sandulula,Kambia,1905.0
Rukwa,Sumbawanga Rural,Sandulula,Kapuka,1887.0
Rukwa,Sumbawanga Rural,Sandulula,Malolwa,1886.5
Rukwa,Sumbawanga Rural,Sandulula,Manda,1875.0
Rukwa,Sumbawanga Rural,Sandulula,Masanko,2025.0
Rukwa,Sumbawanga Rural,Sandulula,Maweni,1956.0
Rukwa,Sumbawanga Rural,Sandulula,Mlimani,2037.0
Rukwa,Sumbawanga Rural,Sandulula,Mlinga,2028.0
Rukwa,Sumbawanga Rural,Sandulula,Mpwapwa,1994.0
Rukwa,Sumbawanga Rural,Sandulula,Msanda,2215.6666666666665
Rukwa,Sumbawanga Rural,Sandulula,Mumba,2046.5
Rukwa,Sumbawanga Rural,Sandulula,Mumba Kati,2065.0
Rukwa,Sumbawanga Rural,Sandulula,Mwati,2038.5
Rukwa,Sumbawanga Rural,Sandulula,Sale,2199.0
Rukwa,Sumbawanga Rural,Sandulula,Sekondary,2093.0
Rukwa,Sumbawanga Rural,Sandulula,Sezi,1887.0
Rukwa,Sumbawanga Rural,Sandulula,Tuzimu,2222.0
Rukwa,Sumbawanga Rural,Sandulula,Visela,1823.0
Rukwa,Sumbawanga Rural,Sopa,Ilambila Kati,1756.0
Rukwa,Sumbawanga Rural,Sopa,Isunuka,1752.5
Rukwa,Sumbawanga Rural,Sopa,Kale,1534.0
Rukwa,Sumbawanga Rural,Sopa,Kanawinga,1690.0
Rukwa,Sumbawanga Rural,Sopa,Kasanga,1681.0
Rukwa,Sumbawanga Rural,Sopa,Kasanvu,1675.5
Rukwa,Sumbawanga Rural,Sopa,Kasesha,1620.0
Rukwa,Sumbawanga Rural,Sopa,Kikanka,1757.0
Rukwa,Sumbawanga Rural,Sopa,Mbingirwe,1586.0
Rukwa,Sumbawanga Rural,Sopa,Mkutano,1579.0
Rukwa,Sumbawanga Rural,Sopa,Nyangu,1540.0
Rukwa,Sumbawanga Rural,Sopa,Sopa Kati,1678.4285714285713
Rukwa,Sumbawanga Rural,Sopa,Tatanda,1771.3333333333333
Rukwa,Sumbawanga Urban,Izia,Mtakuja A,1876.0
Rukwa,Sumbawanga Urban,Kasense,Ilambila,1863.0
Rukwa,Sumbawanga Urban,Kasense,Kansha,1849.0
Rukwa,Sumbawanga Urban,Kasense,Kibolye,1854.0
Rukwa,Sumbawanga Urban,Kasense,Magomeni,1856.0
Rukwa,Sumbawanga Urban,Kasense,Nwanga,1783.0
Rukwa,Sumbawanga Urban,Kasense,Tala,1870.0
Rukwa,Sumbawanga Urban,Kasense,Wingi,1771.0
Rukwa,Sumbawanga Urban,Katandala,Katandara,1852.0
Rukwa,Sumbawanga Urban,Katandala,Katandara A,1821.0
Rukwa,Sumbawanga Urban,Katandala,Katandara B,1826.0
Rukwa,Sumbawanga Urban,Katandala,Soko Matola,1799.0
Rukwa,Sumbawanga Urban,Malangali,Katindi,1795.0
Rukwa,Sumbawanga Urban,Malangali,Katuma,1786.0
Rukwa,Sumbawanga Urban,Malangali,Kilimahewa B,1789.0
Rukwa,Sumbawanga Urban,Malangali,Malangali,1787.0
Rukwa,Sumbawanga Urban,Malangali,Nyengele,1795.0
Rukwa,Sumbawanga Urban,Matanga,Kalolene,1854.0
Rukwa,Sumbawanga Urban,Matanga,Kaloleni,1859.0
Rukwa,Sumbawanga Urban,Matanga,Kikoma B,1860.0
Rukwa,Sumbawanga Urban,Matanga,Lyangalile,1854.0
Rukwa,Sumbawanga Urban,Matanga,Majengo,1838.0
Rukwa,Sumbawanga Urban,Matanga,Malwilo,1790.5
Rukwa,Sumbawanga Urban,Matanga,Masomo,1850.0
Rukwa,Sumbawanga Urban,Matanga,Mbulo,1867.0
Rukwa,Sumbawanga Urban,Matanga,Mwenekapufi,1789.5
Rukwa,Sumbawanga Urban,Matanga,Natene A,1853.0
Rukwa,Sumbawanga Urban,Matanga,Ngurumo,1787.0
Rukwa,Sumbawanga Urban,Matanga,Songambele,1821.0
Rukwa,Sumbawanga Urban,Matanga,Zahanati,1782.0
Rukwa,Sumbawanga Urban,Matanga,Zahanati Ya Kisumba,1796.0
Rukwa,Sumbawanga Urban,Mazwi,Chitepo,1801.0
Rukwa,Sumbawanga Urban,Mazwi,Eden A,1813.0
Rukwa,Sumbawanga Urban,Mazwi,Katamakondo,1795.0
Rukwa,Sumbawanga Urban,Mazwi,Katusa,1801.0
Rukwa,Sumbawanga Urban,Mazwi,Majengo A,1858.0
Rukwa,Sumbawanga Urban,Mazwi,Majengo B,1860.0
Rukwa,Sumbawanga Urban,Mazwi,Mandela,1795.0
Rukwa,Sumbawanga Urban,Mazwi,Momoka,1801.0
Rukwa,Sumbawanga Urban,Mazwi,Mpanda Road,1798.0
Rukwa,Sumbawanga Urban,Mazwi,Reginamundi,1836.0
Rukwa,Sumbawanga Urban,Mazwi,Rtc,1807.0
Rukwa,Sumbawanga Urban,Mazwi,Tukuyu,1805.0
Rukwa,Sumbawanga Urban,Mazwi,Uwanja Wa Ndege,1802.0
Rukwa,Sumbawanga Urban,Milanzi,Ipele,1910.0
Rukwa,Sumbawanga Urban,Milanzi,Kafimba,1951.0
Rukwa,Sumbawanga Urban,Milanzi,Kafula,1912.0
Rukwa,Sumbawanga Urban,Milanzi,Kambiala,1960.5
Rukwa,Sumbawanga Urban,Milanzi,Kasiwe,1899.0
Rukwa,Sumbawanga Urban,Milanzi,Katete,1893.0
Rukwa,Sumbawanga Urban,Milanzi,Katongwa,1917.0
Rukwa,Sumbawanga Urban,Milanzi,Kilangala,1902.0
Rukwa,Sumbawanga Urban,Milanzi,Kintankwa,1924.0
Rukwa,Sumbawanga Urban,Milanzi,Kiwere,1897.0
Rukwa,Sumbawanga Urban,Milanzi,Mbita,1929.0
Rukwa,Sumbawanga Urban,Milanzi,Miangalua,1919.0
Rukwa,Sumbawanga Urban,Milanzi,Miangalua Aslia,1933.0
Rukwa,Sumbawanga Urban,Milanzi,Mlimani,1927.0
Rukwa,Sumbawanga Urban,Milanzi,Senga,1924.5
Rukwa,Sumbawanga Urban,Milanzi,Tafula,1914.0
Rukwa,Sumbawanga Urban,Mollo,Aman,1937.0
Rukwa,Sumbawanga Urban,Mollo,Chasi,2068.0
Rukwa,Sumbawanga Urban,Mollo,Ghara,2081.0
Rukwa,Sumbawanga Urban,Mollo,Isesa,1937.0
Rukwa,Sumbawanga Urban,Mollo,Jangwani,2164.5
Rukwa,Sumbawanga Urban,Mollo,Lowe,2084.0
Rukwa,Sumbawanga Urban,Mollo,Magomeni,1950.5
Rukwa,Sumbawanga Urban,Mollo,Mtakuja,1919.0
Rukwa,Sumbawanga Urban,Mollo,Nduwa,2149.0
Rukwa,Sumbawanga Urban,Mollo,Nkokwa,1944.0
Rukwa,Sumbawanga Urban,Mollo,Nyulandi,1972.0
Rukwa,Sumbawanga Urban,Mollo,Sekenya,2135.0
Rukwa,Sumbawanga Urban,Mollo,Tanki,2129.0
Rukwa,Sumbawanga Urban,Mollo,Usengule,2106.0
Rukwa,Sumbawanga Urban,Mollo,Yerusalem,1909.0
Rukwa,Sumbawanga Urban,Ntendo,Garugila,1841.0
Rukwa,Sumbawanga Urban,Ntendo,Kalemasha,1819.0
Rukwa,Sumbawanga Urban,Ntendo,Kasu,1830.0
Rukwa,Sumbawanga Urban,Ntendo,Katai,1828.0
Rukwa,Sumbawanga Urban,Ntendo,Katandala,1832.0
Rukwa,Sumbawanga Urban,Ntendo,Katukanyenze,1823.0
Rukwa,Sumbawanga Urban,Ntendo,Kibg`Ombe,1835.0
Rukwa,Sumbawanga Urban,Ntendo,King`Ombe,1822.0
Rukwa,Sumbawanga Urban,Ntendo,Mnazi,1852.0
Rukwa,Sumbawanga Urban,Ntendo,Mrakuja,1832.0
Rukwa,Sumbawanga Urban,Ntendo,Mtakuja,1817.0
Rukwa,Sumbawanga Urban,Ntendo,Ongwe,1818.0
Rukwa,Sumbawanga Urban,Ntendo,Sokoni,1836.5
Rukwa,Sumbawanga Urban,Old Sumbawanga,Bombani,1826.0
Rukwa,Sumbawanga Urban,Old Sumbawanga,Chanji A,1821.0
Rukwa,Sumbawanga Urban,Old Sumbawanga,Chemka,1857.0
Rukwa,Sumbawanga Urban,Old Sumbawanga,Kantaramba Mazoezi,1805.0
Rukwa,Sumbawanga Urban,Old Sumbawanga,Kawama,1816.0
Rukwa,Sumbawanga Urban,Old Sumbawanga,Kichangani,1824.0
Rukwa,Sumbawanga Urban,Old Sumbawanga,Kilimani,1842.0
Rukwa,Sumbawanga Urban,Old Sumbawanga,King`Ombe,1971.0
Rukwa,Sumbawanga Urban,Old Sumbawanga,Kizwite,1827.5
Rukwa,Sumbawanga Urban,Old Sumbawanga,Majengo,1842.0
Rukwa,Sumbawanga Urban,Old Sumbawanga,Makwasa,1839.0
Rukwa,Sumbawanga Urban,Old Sumbawanga,Maweni,1840.0
Rukwa,Sumbawanga Urban,Old Sumbawanga,Mtaa Wa Kati,1824.0
Rukwa,Sumbawanga Urban,Old Sumbawanga,Mtumbuka,1835.0
Rukwa,Sumbawanga Urban,Old Sumbawanga,Namteketa,1822.0
Rukwa,Sumbawanga Urban,Old Sumbawanga,Shule Ya Msingi,1825.0
Rukwa,Sumbawanga Urban,Old Sumbawanga,Soko Dogo,1834.0
Rukwa,Sumbawanga Urban,Pito,Dalini,1894.5
Rukwa,Sumbawanga Urban,Pito,Gidown,1907.0
Rukwa,Sumbawanga Urban,Pito,Godown,1877.0
Rukwa,Sumbawanga Urban,Pito,Ipanya,1976.0
Rukwa,Sumbawanga Urban,Pito,Itisu,1931.0
Rukwa,Sumbawanga Urban,Pito,Katecha,1899.0
Rukwa,Sumbawanga Urban,Pito,Kilombelo,1867.6666666666667
Rukwa,Sumbawanga Urban,Pito,Lwiche,1940.0
Rukwa,Sumbawanga Urban,Pito,Lyangalua,1946.0
Rukwa,Sumbawanga Urban,Pito,Masukasuka,1890.0
Rukwa,Sumbawanga Urban,Pito,Mchese,1898.0
Rukwa,Sumbawanga Urban,Pito,Mchesya,1898.0
Rukwa,Sumbawanga Urban,Pito,Miputu,1949.0
Rukwa,Sumbawanga Urban,Pito,Mission,1962.3333333333333
Rukwa,Sumbawanga Urban,Pito,Movu,1967.0
Rukwa,Sumbawanga Urban,Pito,Mpoto,1971.0
Rukwa,Sumbawanga Urban,Pito,Mpwita,1911.0
Rukwa,Sumbawanga Urban,Pito,Mtukula,1875.5
Rukwa,Sumbawanga Urban,Pito,Nanka,1954.0
Rukwa,Sumbawanga Urban,Pito,Nawimi,1933.0
Rukwa,Sumbawanga Urban,Pito,Rc,1863.6666666666667
Rukwa,Sumbawanga Urban,Pito,Serwa,1910.0
Rukwa,Sumbawanga Urban,Pito,Zanzibar,1874.0
Rukwa,Sumbawanga Urban,Senga,Ilemba,1842.0
Rukwa,Sumbawanga Urban,Senga,Kachese,1821.0
Rukwa,Sumbawanga Urban,Senga,Kasisiwe,1783.5
Rukwa,Sumbawanga Urban,Senga,King`Ombe,1805.0
Rukwa,Sumbawanga Urban,Senga,Konkola,2136.0
Rukwa,Sumbawanga Urban,Senga,Malumbilwi,1802.0
Rukwa,Sumbawanga Urban,Senga,Mamba,1804.0
Rukwa,Sumbawanga Urban,Senga,Masambo,2151.0
Rukwa,Sumbawanga Urban,Senga,Mponda,2031.0
Rukwa,Sumbawanga Urban,Senga,Mtakuja,1888.0
Rukwa,Sumbawanga Urban,Senga,Muva,1872.25
Rukwa,Sumbawanga Urban,Senga,Natoka,2133.5
Rukwa,Sumbawanga Urban,Senga,Timbu,2149.0
Rukwa,Sumbawanga Urban,Senga,Uzunguni,1827.0
Rukwa,Sumbawanga Urban,Senga,Wansambo,2129.0
Ruvuma,Mbinga,Chiwanda,Chimate Kati,474.25
Ruvuma,Mbinga,Chiwanda,Mbuli,474.14285714285717
Ruvuma,Mbinga,Chiwanda,Mteremka,448.0
Ruvuma,Mbinga,Chiwanda,Ng'Ombo Kati,458.375
Ruvuma,Mbinga,Chiwanda,Rwanda,478.0
Ruvuma,Mbinga,Kigonsera,Halare,1020.8
Ruvuma,Mbinga,Kigonsera,Ikulu,973.0
Ruvuma,Mbinga,Kigonsera,Kihoko,920.0
Ruvuma,Mbinga,Kigonsera,Kitae,921.0
Ruvuma,Mbinga,Kigonsera,Litembo,925.0
Ruvuma,Mbinga,Kigonsera,Magurumbasi,909.0
Ruvuma,Mbinga,Kigonsera,Manzese,944.0
Ruvuma,Mbinga,Kigonsera,Masango,961.5
Ruvuma,Mbinga,Kigonsera,Masangu,976.0
Ruvuma,Mbinga,Kigonsera,Matarau,1040.2222222222222
Ruvuma,Mbinga,Kigonsera,Mbugani,960.1666666666666
Ruvuma,Mbinga,Kigonsera,Mfaranyake,901.0
Ruvuma,Mbinga,Kigonsera,Mkurusi,986.3333333333334
Ruvuma,Mbinga,Kigonsera,Mnazimmoja,937.5
Ruvuma,Mbinga,Kigonsera,Mtranjiwa,925.0
Ruvuma,Mbinga,Kigonsera,Mturanjiwa,926.0
Ruvuma,Mbinga,Kigonsera,Muungano,961.0
Ruvuma,Mbinga,Kigonsera,Myembeni,908.3333333333334
Ruvuma,Mbinga,Kigonsera,Nandinga,965.0
Ruvuma,Mbinga,Kigonsera,Yeruserem,917.6666666666666
Ruvuma,Mbinga,Kihagara,Azimio,545.5
Ruvuma,Mbinga,Kihagara,Camp,546.6666666666666
Ruvuma,Mbinga,Kihagara,Chilundu Wika,512.5
Ruvuma,Mbinga,Kihagara,Chiwonde,498.25
Ruvuma,Mbinga,Kihagara,Kahagara Kati,547.0
Ruvuma,Mbinga,Kihagara,Kihagara Kati,525.0
Ruvuma,Mbinga,Kihagara,Kihara Kati,532.5
Ruvuma,Mbinga,Kihagara,Kitolaki,543.0
Ruvuma,Mbinga,Kihagara,Loshoto 'A',511.0
Ruvuma,Mbinga,Kihagara,Loshoto 'B',514.0
Ruvuma,Mbinga,Kihagara,Luwinu,500.5
Ruvuma,Mbinga,Kihagara,Mapinduzi,551.0
Ruvuma,Mbinga,Kihagara,Mawindi,515.0
Ruvuma,Mbinga,Kihagara,Mawindo,543.0
Ruvuma,Mbinga,Kihagara,Mbuchi 'A',529.0
Ruvuma,Mbinga,Kihagara,Mbuchi 'B',493.0
Ruvuma,Mbinga,Kihagara,Mibuni,517.0
Ruvuma,Mbinga,Kihagara,Mungano,526.8
Ruvuma,Mbinga,Kihagara,Mwongozo,547.0
Ruvuma,Mbinga,Kihagara,Njambe,493.6666666666667
Ruvuma,Mbinga,Kihagara,Songambele,529.0
Ruvuma,Mbinga,Kihagara,Tumbi Chini,518.0
Ruvuma,Mbinga,Kihangimahuka,Line,1182.0
Ruvuma,Mbinga,Kilimani,Kitelea,1441.0
Ruvuma,Mbinga,Kilimani,Lami 'A',1274.0
Ruvuma,Mbinga,Kilimani,Lami 'B',1261.0
Ruvuma,Mbinga,Kilimani,Magengeni,1263.0
Ruvuma,Mbinga,Kilimani,Maweni,1279.2
Ruvuma,Mbinga,Kilimani,Mhekela Kati,1367.6
Ruvuma,Mbinga,Kilimani,Mkwaya Kati,1244.0
Ruvuma,Mbinga,Kilimani,Mtwara,1287.0
Ruvuma,Mbinga,Kilimani,Njomulole,1268.5
Ruvuma,Mbinga,Kilimani,Rudisha,1352.0
Ruvuma,Mbinga,Kilimani,Sekela Kati,1372.6666666666667
Ruvuma,Mbinga,Kilimani,Tangi La Maji 'B',1270.0
Ruvuma,Mbinga,Kilimani,Tope,1350.0
Ruvuma,Mbinga,Kilimani,Ubena 'A',1310.0
Ruvuma,Mbinga,Kilosa,Chiwaya,463.0
Ruvuma,Mbinga,Kilosa,Kaombe,448.0
Ruvuma,Mbinga,Kilosa,Kilosa Chini,462.0
Ruvuma,Mbinga,Kilosa,Kilosa Juu,487.0
Ruvuma,Mbinga,Kilosa,Kilosa Kati,464.3333333333333
Ruvuma,Mbinga,Kilosa,Kilosa Sido,455.6666666666667
Ruvuma,Mbinga,Kilosa,Likwilu Chini,462.0
Ruvuma,Mbinga,Kilosa,Likwilu Juu,464.0
Ruvuma,Mbinga,Kilosa,Likwiro,476.25
Ruvuma,Mbinga,Kilosa,Nangombo Kati,559.6
Ruvuma,Mbinga,Kilosa,Nanungu,472.5
Ruvuma,Mbinga,Kilosa,Ndecha,456.5
Ruvuma,Mbinga,Kingerikiti,Kingerikiti,1365.0
Ruvuma,Mbinga,Kingerikiti,Litindo Mjini,1398.0
Ruvuma,Mbinga,Kingerikiti,Malamala Bondeni,1425.0
Ruvuma,Mbinga,Kitura,Lisau,1174.0
Ruvuma,Mbinga,Kitura,Nturingano,1293.3333333333333
Ruvuma,Mbinga,Langiro,Kambi,1486.0
Ruvuma,Mbinga,Langiro,Kungiro 'A',1498.25
Ruvuma,Mbinga,Langiro,Makambi,1498.0
Ruvuma,Mbinga,Linda,Shuleni,1263.0
Ruvuma,Mbinga,Lipingo,Chimalilo,481.0
Ruvuma,Mbinga,Lipingo,Kagera,479.5
Ruvuma,Mbinga,Lipingo,Kakera,460.0
Ruvuma,Mbinga,Lipingo,Kawawa,467.5
Ruvuma,Mbinga,Lipingo,Lipingo Kati,469.3333333333333
Ruvuma,Mbinga,Lipingo,Matili,462.0
Ruvuma,Mbinga,Lipingo,Mbeya,475.0
Ruvuma,Mbinga,Lipingo,Mtengule,513.0
Ruvuma,Mbinga,Lipingo,Ngwenye,469.0
Ruvuma,Mbinga,Lipingo,Nyerere,473.6666666666667
Ruvuma,Mbinga,Lipingo,Songea,497.0
Ruvuma,Mbinga,Litembo,Kigangi,1626.0
Ruvuma,Mbinga,Litembo,Litembo Chini,1620.5
Ruvuma,Mbinga,Litembo,Litembo Juu,1706.0
Ruvuma,Mbinga,Litembo,Mahenge,1659.5
Ruvuma,Mbinga,Litembo,Manzeye,1759.0
Ruvuma,Mbinga,Litembo,Mhegero,1720.0
Ruvuma,Mbinga,Litembo,Mitanga,1687.0
Ruvuma,Mbinga,Litembo,Ndolale,1704.0
Ruvuma,Mbinga,Lituhi,Chiwindi,715.0
Ruvuma,Mbinga,Lituhi,Ilunga,452.5
Ruvuma,Mbinga,Lituhi,Kihulu Cha Kwanza,449.0
Ruvuma,Mbinga,Lituhi,Kihulu Cha Nne,450.0
Ruvuma,Mbinga,Lituhi,Kihulu Cha Tatu,450.3333333333333
Ruvuma,Mbinga,Lituhi,Kiyogo,465.0
Ruvuma,Mbinga,Lituhi,Litimba,446.0
Ruvuma,Mbinga,Lituhi,Lituhi 'A',478.0
Ruvuma,Mbinga,Lituhi,Lituhi 'B',453.0
Ruvuma,Mbinga,Lituhi,Lukale,468.5
Ruvuma,Mbinga,Lituhi,Mang'Ole,445.0
Ruvuma,Mbinga,Lituhi,Mbozi,443.5
Ruvuma,Mbinga,Lituhi,Mtakanini,453.0
Ruvuma,Mbinga,Lituhi,Ngingama,474.0
Ruvuma,Mbinga,Lituhi,Nkolosi,760.0
Ruvuma,Mbinga,Lituhi,Nkoma,450.0
Ruvuma,Mbinga,Lituhi,Nyahuhi,708.0
Ruvuma,Mbinga,Litumbandyosi,Mabatini 'A',892.6666666666666
Ruvuma,Mbinga,Litumbandyosi,Songambele 'A',858.0
Ruvuma,Mbinga,Litumbandyosi,Tanki La Maji,899.0
Ruvuma,Mbinga,Liuli,Bastena,485.6666666666667
Ruvuma,Mbinga,Liuli,Bastena Station,468.0
Ruvuma,Mbinga,Liuli,Bastina,464.5
Ruvuma,Mbinga,Liuli,Dare Es Salaam Ndogo,467.0
Ruvuma,Mbinga,Liuli,Hongi Juu,504.0
Ruvuma,Mbinga,Liuli,Kondoe,467.0
Ruvuma,Mbinga,Liuli,Kondoe Juu,487.0
Ruvuma,Mbinga,Liuli,Kuyu,487.25
Ruvuma,Mbinga,Liuli,Mabuyu,469.5
Ruvuma,Mbinga,Liuli,Mahaha,459.0
Ruvuma,Mbinga,Liuli,Mapolomoko,501.0
Ruvuma,Mbinga,Liuli,Mbawa,475.0
Ruvuma,Mbinga,Liuli,Mbinga,484.0
Ruvuma,Mbinga,Liuli,Mishale,485.0
Ruvuma,Mbinga,Liuli,Miugula,504.0
Ruvuma,Mbinga,Liuli,Miula,485.0
Ruvuma,Mbinga,Liuli,Mpaka,461.0
Ruvuma,Mbinga,Liuli,Mungano,490.0
Ruvuma,Mbinga,Liuli,Mungi,468.5
Ruvuma,Mbinga,Liuli,Mungi Juu,482.3333333333333
Ruvuma,Mbinga,Liuli,Mungi Nkili,479.0
Ruvuma,Mbinga,Liuli,Mungi Tundu,465.0
Ruvuma,Mbinga,Liuli,Mwili,448.0
Ruvuma,Mbinga,Liuli,Nahola,498.5
Ruvuma,Mbinga,Liuli,Ndengele,473.0
Ruvuma,Mbinga,Liuli,Ngwaya,548.0
Ruvuma,Mbinga,Liuli,Nkaya,488.5
Ruvuma,Mbinga,Liuli,Shule,473.0
Ruvuma,Mbinga,Liuli,Yungu,498.57142857142856
Ruvuma,Mbinga,Maguu,Ngareka 'A',1490.5
Ruvuma,Mbinga,Maguu,Sokoni,1492.0
Ruvuma,Mbinga,Maguu,Uwanjani Sokoni,1500.0
Ruvuma,Mbinga,Matiri,Igunga,1247.0
Ruvuma,Mbinga,Matiri,Kiha Pachan,1259.0
Ruvuma,Mbinga,Matiri,Kiyaha Pachan,1250.0
Ruvuma,Mbinga,Matiri,Kiyaha Pachani,1250.0
Ruvuma,Mbinga,Matiri,Kiyaha Shuleni,1267.0
Ruvuma,Mbinga,Matiri,Laleo,1260.5
Ruvuma,Mbinga,Matiri,Ligunga,1247.0
Ruvuma,Mbinga,Matiri,Ligunga Asilia,1230.5
Ruvuma,Mbinga,Matiri,Mission,1269.0
Ruvuma,Mbinga,Matiri,Mtende,1274.0
Ruvuma,Mbinga,Matiri,Mwembe,1254.0
Ruvuma,Mbinga,Mbaha,Likwambe,562.3333333333334
Ruvuma,Mbinga,Mbaha,Maliwa,578.0
Ruvuma,Mbinga,Mbaha,Mholo,498.5
Ruvuma,Mbinga,Mbaha,Misiri,582.3333333333334
Ruvuma,Mbinga,Mbaha,Mission,540.0
Ruvuma,Mbinga,Mbaha,Mpanda,560.0
Ruvuma,Mbinga,Mbaha,Office,534.0
Ruvuma,Mbinga,Mbaha,Tumba,523.0
Ruvuma,Mbinga,Mbamba bay,Chihila,447.5
Ruvuma,Mbinga,Mbamba bay,Chilimba 'A',512.0
Ruvuma,Mbinga,Mbamba bay,Chipilimba 'A',459.0
Ruvuma,Mbinga,Mbamba bay,Line,492.0
Ruvuma,Mbinga,Mbamba bay,Lisule 'A',485.0
Ruvuma,Mbinga,Mbamba bay,Lisule 'B',507.0
Ruvuma,Mbinga,Mbamba bay,Mchangani,465.0
Ruvuma,Mbinga,Mbamba bay,Mtimbe,443.14285714285717
Ruvuma,Mbinga,Mbamba bay,Muuchi,502.3333333333333
Ruvuma,Mbinga,Mbamba bay,Ndanda,469.0
Ruvuma,Mbinga,Mbamba bay,Nyenda,473.5
Ruvuma,Mbinga,Mbamba bay,Pamba,494.0
Ruvuma,Mbinga,Mbamba bay,Pilimba 'A',478.0
Ruvuma,Mbinga,Mbamba bay,Tumbi,485.0
Ruvuma,Mbinga,Mbamba bay,Zambia,469.0
Ruvuma,Mbinga,Mbangamao,Kikolo Kati,1032.0
Ruvuma,Mbinga,Mbangamao,Lami,981.25
Ruvuma,Mbinga,Mbangamao,Line,1306.0
Ruvuma,Mbinga,Mbangamao,Malangale,1338.0
Ruvuma,Mbinga,Mbangamao,Mbangamao,1248.0
Ruvuma,Mbinga,Mbangamao,Utiri,1301.6666666666667
Ruvuma,Mbinga,Mbinga Urban,Betherehemu,1304.0
Ruvuma,Mbinga,Mbinga Urban,Casabranca,1288.0
Ruvuma,Mbinga,Mbinga Urban,Frastoo,1262.0
Ruvuma,Mbinga,Mbinga Urban,Jimboni,1296.3333333333333
